batch_idx,batch_time_sec,llm_time_sec
0,49.685799851082265,49.67437574383803
10,57.87819425109774,57.868211871013045
20,48.37695991899818,48.36688108695671
30,43.68248243792914,43.672645340906456
40,50.62161867599934,50.61170184100047
50,50.5972661820706,50.587525301845744
60,45.01099602901377,45.0011791579891
70,48.65435035410337,48.64476166595705
80,47.50487679592334,47.49503144482151
90,45.90128552913666,45.891670604934916
100,43.15467749116942,43.14500022493303
110,44.62754304194823,44.61780472402461
120,57.35427044797689,57.34450247720815
130,51.96598061197437,51.95635560480878
140,42.905040077865124,42.8954526190646
150,44.69914230890572,44.68939410895109
160,46.460104283178225,46.45050139212981
170,48.74665069486946,48.736944711068645
180,44.64561242284253,44.63602142012678
190,53.75910343998112,53.749465448083356
200,48.10981758311391,48.10009522596374
210,43.55627274001017,43.54660748806782
220,44.55282193003222,44.54304323787801
230,52.221734307007864,52.21205518511124
240,46.86082037887536,46.85105658089742
250,51.27271026885137,51.26309074694291
260,54.131089590955526,54.121505241142586
270,48.49684502603486,48.48710124799982
280,51.06016637198627,51.050457527861
290,53.17003816389479,53.160416200058535
300,48.98046067496762,48.97083027800545
310,49.33122738613747,49.3214878551662
320,59.02973282895982,59.019970674067736
330,55.85391183197498,55.844195646001026
340,58.04297735309228,58.033117653103545
350,52.41364564700052,52.40400246018544
360,45.03084550681524,45.02116116997786
370,48.48769211419858,48.4780366900377
380,43.41682083206251,43.407276624115184
390,44.61881416384131,44.609014834975824
400,44.91228856286034,44.90251695504412
410,49.17906274390407,49.169509823899716
420,42.812493954086676,42.80282519105822
430,56.01805664994754,56.00828824704513
440,46.38268997310661,46.373173797968775
450,45.5233692759648,45.513774442020804
460,52.299003032036126,52.28942036698572
470,45.7979799490422,45.78840636811219
480,53.45011526183225,53.44034155202098
490,52.305755716050044,52.29600502899848
500,60.523145793005824,60.51340704411268
510,46.078100990038365,46.06831577210687
520,49.69287011981942,49.68312742584385
530,54.40394148812629,54.394385842839256
540,44.43370097107254,44.423855893081054
550,58.71098620793782,58.701331325108185
560,59.57591630308889,59.5662701940164
570,50.49420954892412,50.4845497792121
580,52.97684856201522,52.96724137105048
590,47.781910536112264,47.7720841569826
600,60.82731556892395,60.81767927412875
610,56.76484825904481,56.75529929599725
620,41.176328984089196,41.16658448707312
630,51.1963070218917,51.186730618122965
640,50.75702132610604,50.74743496486917
650,48.736659430898726,48.72702252608724
660,55.721740724984556,55.712075087009
670,48.2668934839312,48.257185571826994
680,47.74046259187162,47.73081757500768
690,47.8626645070035,47.852882544044405
700,59.98351119691506,59.973813029937446
710,51.41936003882438,51.409725988982245
720,48.1214799170848,48.111823942977935
730,49.52744308486581,49.517524938099086
740,48.343766232952476,48.333941507851705
750,45.82202766998671,45.812296063872054
760,48.656641219044104,48.64684477704577
770,44.72449713689275,44.71484366012737
780,50.23661878192797,50.22689482802525
790,46.8088418408297,46.79919043718837
800,48.134538726881146,48.12482024310157
810,55.18825146812014,55.178526683943346
820,53.50721178110689,53.49746021791361
830,49.17282548104413,49.16302687791176
840,54.84457220695913,54.8347736839205
850,46.80498962895945,46.79534349497408
860,53.901777582010254,53.89207672700286
870,49.832311362959445,49.822550707962364
880,50.41147094289772,50.40178393898532
890,57.92230531410314,57.91215687803924
900,47.907658925047144,47.89806726388633
910,52.43299733591266,52.42313159490004
920,56.02535396581516,56.01883232500404
930,44.93902513408102,44.929261095123366
940,44.10802074102685,44.09837246616371
950,45.33324868301861,45.32356711709872
960,45.56856640614569,45.55886174598709
970,41.7615962959826,41.751824245089665
980,48.07502929796465,48.065442414954305
990,56.83519955910742,56.82545759296045
1000,41.316349572036415,41.30679975496605
1010,50.464480601018295,50.45483024301939
1020,45.24758205912076,45.23792295716703
1030,51.1880283060018,51.17819988098927
1040,48.83133607101627,48.82165557797998
1050,46.4165648589842,46.40690828091465
1060,50.302078214939684,50.292438484029844
1070,49.761295590084046,49.755658603971824
1080,44.077698967186734,44.07239191699773
1090,48.256265204865485,48.24681728007272
1100,53.878137774067,53.868354687001556
1110,43.5542004709132,43.54451059480198
1120,42.104461933951825,42.094882393023
1130,47.506561551010236,47.4967461139895
1140,44.21113692084327,44.20154719194397
1150,57.9739094809629,57.96407650294714
1160,45.96949143684469,45.963968746131286
1170,46.207946200156584,46.19859928893857
1180,51.24640930094756,51.23654593504034
1190,50.305978510994464,50.300418447935954
1200,44.267285633133724,44.261904584942386
1210,43.47605137620121,43.46645086305216
1220,42.97837984119542,42.968704643892124
1230,49.12592357303947,49.11627651611343
1240,51.94470906513743,51.93510732403956
1250,46.72513076104224,46.715440324973315
1260,54.37552453693934,54.36590456496924
1270,49.94883338292129,49.939179208129644
1280,50.030097235925496,50.02054431079887
1290,49.692248865030706,49.682688877917826
1300,43.15144464187324,43.14180885092355
1310,45.502670041052625,45.49300896120258
1320,49.16105384216644,49.15147329191677
1330,39.98118719202466,39.97164645092562
1340,38.977217708015814,38.967598428949714
1350,42.251124038826674,42.24144866410643
1360,51.54452143399976,51.534935091855004
1370,53.976172036956996,53.96655314601958
1380,56.668162643909454,56.65837057400495
1390,42.91430434305221,42.90468140505254
1400,40.24961708299816,40.24003827013075
1410,49.347443223930895,49.33774040499702
1420,48.15317424898967,48.14363507414237
1430,51.642452819040045,51.632768898038194
1440,46.34477943996899,46.335211030906066
1450,41.79330488294363,41.78368107113056
1460,48.79572213208303,48.78609724785201
1470,50.55100636812858,50.54125391202979
1480,50.540581584209576,50.530920264078304
1490,43.2273002108559,43.21737677999772
1500,50.15366292698309,50.14388088718988
1510,41.508163460996,41.49844585801475
1520,47.77757764584385,47.767985579092056
1530,45.878289591986686,45.86865874705836
1540,43.486918380018324,43.47707749088295
1550,52.06626482401043,52.05649737501517
1560,47.7482303888537,47.73854417190887
1570,46.99429304106161,46.984556009061635
1580,47.101053887046874,47.091356992023066
1590,38.54600607813336,38.53637150302529
1600,41.36863844492473,41.35895302309655
1610,42.6455382341519,42.635925540933385
1620,45.89701494993642,45.88737665512599
1630,53.96954406192526,53.9594702757895
1640,44.282898590900004,44.27324007288553
1650,48.98784542805515,48.97820537700318
1660,46.574536574073136,46.564748137956485
1670,44.93781756120734,44.92815268994309
1680,42.76062990096398,42.750982503872365
1690,48.38202910195105,48.37230371800251
1700,48.28089369693771,48.27121218806133
1710,49.44991384493187,49.440323050832376
1720,49.80699134292081,49.79706825083122
1730,57.79019989608787,57.780523801920936
1740,42.80026878393255,42.790641403058544
1750,47.9471630777698,47.93756264587864
1760,44.463362231850624,44.453633518191054
1770,54.10926005686633,54.099522770848125
1780,45.22021320601925,45.21069291396998
1790,56.747217857977375,56.737430225126445
1800,45.377365360967815,45.36729437415488
1810,50.344982449896634,50.33543002814986
1820,49.24427746096626,49.23470194404945
1830,48.37457270803861,48.36492919991724
1840,53.0680015750695,53.058246720116585
1850,43.817537176888436,43.80780664901249
1860,45.31038602394983,45.30067498399876
1870,47.47347756801173,47.46387130510993
1880,55.88059727405198,55.870942638022825
1890,46.9156711390242,46.90612780908123
1900,44.0141758879181,44.00456269294955
1910,45.233005340909585,45.22263461211696
1920,41.6018355730921,41.591958463191986
1930,44.10028504882939,44.09067791304551
1940,46.934918724000454,46.92518269503489
1950,42.40640414389782,42.39681705692783
1960,46.90785855706781,46.898189367959276
1970,50.53374670399353,50.52396084112115
1980,46.952158484840766,46.94252249598503
1990,43.54737835912965,43.537574043963104
2000,47.524509846,47.51481820992194
2010,39.359471092000604,39.34969443292357
2020,46.74853751203045,46.73860267200507
2030,41.88832597411238,41.87857006583363
2040,38.98914787499234,38.97942574112676
2050,53.78737567202188,53.77770486008376
2060,44.6834433930926,44.673872233135626
2070,47.73350679106079,47.72374389716424
2080,48.23704358097166,48.22729831794277
2090,50.183333666063845,50.173689576098695
2100,44.065013878047466,44.05538281099871
2110,48.2888308619149,48.2791573938448
2120,53.96868947800249,53.958988070022315
2130,39.770410124910995,39.76077372580767
2140,46.189160014968365,46.1795369181782
2150,51.74683869606815,51.737115860916674
2160,48.09302279702388,48.08335187216289
2170,45.878794715041295,45.86913371505216
2180,44.38239584607072,44.372685553040355
2190,46.97249619313516,46.96287712897174
2200,49.16961676487699,49.15986048616469
2210,40.87541131279431,40.86583256092854
2220,48.28259065095335,48.27292490913533
2230,46.91406485205516,46.90444616205059
2240,46.93555797613226,46.92592597496696
2250,48.418842914979905,48.40913130599074
2260,47.86138212797232,47.85171751002781
2270,50.905981263145804,50.89516993914731
2280,54.04876592801884,54.038882854161784
2290,44.121454504085705,44.11166952806525
2300,47.87057824083604,47.8609883680474
2310,52.80493931402452,52.79536231001839
2320,45.00598317314871,44.996373791014776
2330,38.47658976493403,38.4670119008515
2340,46.50498788896948,46.49521251907572
2350,44.3410995581653,44.33148780511692
2360,47.89665697212331,47.886920110089704
2370,44.01744419406168,44.00794947496615
2380,42.131921641062945,42.12221828009933
2390,48.67598780617118,48.666350522777066
2400,47.62136638001539,47.611726043978706
2410,44.98147854604758,44.97041012090631
2420,47.6409413269721,47.63124446594156
2430,47.95378470700234,47.944049764890224
2440,52.90607127407566,52.8964620588813
2450,44.197054649936035,44.187439603032544
2460,51.46708097308874,51.45735046011396
2470,46.486529601039365,46.4768132569734
2480,45.06169079197571,45.05202830489725
2490,51.22126402705908,51.21158243017271
2500,47.14663173002191,47.13689384609461
2510,44.35941414604895,44.349769404157996
2520,46.32330981292762,46.313696298981085
2530,44.613220774102956,44.60358889400959
2540,48.43423735513352,48.42450821795501
2550,50.31993881589733,50.3098669659812
2560,48.15579725592397,48.146138810086995
2570,40.98899036995135,40.97933983709663
2580,39.40687373583205,39.39735679188743
2590,44.05042610107921,44.0407710201107
2600,44.48437746614218,44.47464607888833
2610,42.25391495786607,42.244313054019585
2620,47.49297857005149,47.48333692597225
2630,50.569272679043934,50.55960119096562
2640,48.379891430959105,48.37039847788401
2650,47.69765426102094,47.687940267147496
2660,48.04778216802515,48.038251084974036
2670,43.04913513897918,43.03956914599985
2680,45.628561698133126,45.619013419840485
2690,50.06997612398118,50.06030075601302
2700,42.548623372102156,42.53900324716233
2710,51.15297791105695,51.143375552026555
2720,42.82538113486953,42.815664305118844
2730,54.173013374907896,54.16314558801241
2740,49.77902599982917,49.76944081601687
2750,45.57988077495247,45.570054358802736
2760,43.597424420993775,43.587667278945446
2770,55.86331295198761,55.853695519967005
2780,39.117596672149375,39.10810746089555
2790,48.15089083602652,48.141158380080014
2800,46.54435840109363,46.53475219407119
2810,40.674577231984586,40.66487436089665
2820,50.70918789785355,50.69946054904722
2830,49.328255398897454,49.31862749019638
2840,47.58433049404994,47.574708551866934
2850,50.0415662759915,50.03190264198929
2860,46.92843083688058,46.918799713021144
2870,49.84459052607417,49.83497377904132
2880,44.257049476960674,44.24747230904177
2890,42.87658775690943,42.86685611400753
2900,43.697435043985024,43.687744047958404
2910,38.50310976407491,38.49351251497865
2920,46.464732528897,46.45502730389126
2930,37.88600216712803,37.876340923132375
