class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6796395193591456,0.7660070724550447,0.7202433589190337,10181,4799,3110
-1,unintentional,14965,0.7657426935824043,0.6793184096224524,0.7199461775432882,10166,3110,4799
