algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,n_noise,bic,aic,converged,probabilities
K-Means,15,0.5685988889760476,0.1172783374786377,{'n_clusters': 15},15,23,1076,911,1099,1.646542261251372,2.0928116469517746,97.90718835304823,0.8513011152416357,0.8519884861824268,0.7674418604651163,0.8907103825136612,,,,,
DBSCAN,11,0.4283886446699442,0.04274320602416992,"{'eps': np.float64(0.5984578081881637), 'min_samples': 5}",11,19,1080,911,1099,1.2074643249176729,1.7288444040036397,98.27115559599636,0.7796296296296297,0.7878144155569647,0.7132530120481928,0.8210526315789474,80.0,,,,
Hierarchical-Ward,15,0.5518476888693835,0.020843505859375,"{'n_clusters': 15, 'linkage': 'ward'}",15,24,1075,911,1099,1.646542261251372,2.1838034576888083,97.81619654231119,0.838139534883721,0.8425161072590046,0.7704485488126649,0.875,,,,,
Hierarchical-Average,15,0.44208412706657674,0.03648042678833008,"{'n_clusters': 15, 'linkage': 'average'}",15,23,1076,911,1099,1.646542261251372,2.0928116469517746,97.90718835304823,0.8485130111524164,0.8519841899341676,0.7794316644113667,0.8846426043878273,,,,,
GMM,15,0.11226874375846169,0.7777040004730225,{'n_components': 15},15,23,1076,911,1099,1.646542261251372,2.0928116469517746,97.90718835304823,0.7815985130111525,0.7848752941740961,0.6722454672245467,0.8362369337979094,,-63599.18126547765,-68360.76419086775,True,"[[0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 2.36390881e-013
  0.00000000e+000 0.00000000e+000]
 [8.55986768e-151 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 ...
 [0.00000000e+000 9.99867854e-001 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 8.16488291e-001 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 0.00000000e+000 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]]"
HDBSCAN,46,0.7235862186617477,0.02339339256286621,"{'min_cluster_size': 5, 'min_samples': 5}",46,58,1041,911,1099,5.049396267837541,5.277525022747953,94.72247497725205,0.9010566762728146,0.8988024714674232,0.8303130148270181,0.9301694915254237,215.0,,,,
