n_records,accuracy,precision_int,recall_int,f1_intentional,precision_unint,recall_unint,f1_unintentional,f1_weighted,tp,tn,fp,fn,pred_counts,true_counts,variant,fallback_count,status_hist,avg_llm_time_s,total_llm_time_s
6051,0.1937,0.1895,1.0,0.3187,1.0,0.0063,0.0125,0.0703,1141,31,4879,0,"{-1: 31, 1: 6020}","{-1: 4910, 1: 1141}",zero_shot,0,"{'ok': 6051, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.523,3162.16
6051,0.6763,0.3658,0.9772,0.5323,0.9913,0.6063,0.7524,0.7109,1115,2977,1933,26,"{-1: 3003, 1: 3048}","{-1: 4910, 1: 1141}",info,0,"{'ok': 6051, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.489,2957.0
6051,0.8306,0.5279,0.9606,0.6814,0.9887,0.8004,0.8846,0.8463,1096,3930,980,45,"{-1: 3975, 1: 2076}","{-1: 4910, 1: 1141}",few_shot,0,"{'ok': 6051, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.446,2698.77
