class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.6994219653179191,0.4278835302084117,0.5309494911772944,5687,2444,7604
-1,unintentional,14965,0.6221614906832298,0.8366855997327096,0.7136506127101738,12521,7604,2444
