row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,true_label
573,followers_count,0,,,0.9509922096633139,0.999885491300802,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1659.0,0.9993975903614458,-1.0,1659.0,0.0,7.414572881350589,0.0,1.0,735.0,0.0,0
581,followers_count,1,,,0.9595197000239233,0.7838411696193284,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,240991.0,0.6633972714359646,-1.0,363267.0,122276.0,12.802896132854528,11.71404424184709,1.0,1850.0,304.0,0
586,followers_count,0,,,0.9509922096633139,0.9999498357208519,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,469.0,0.997872340425532,-1.0,469.0,0.0,6.152732694704104,0.0,1.0,2234.0,0.0,0
631,followers_count,0,,,0.5012298616641295,0.7290313587241328,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,195264.0,0.024256780200134834,-1.0,8049872.0,7854608.0,15.901166872872782,15.876611051220966,1.0,2997.0,2964.0,0
668,followers_count,0,,,0.9509922096633139,0.9998784708546107,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,296.0,0.9966329966329966,-1.0,296.0,0.0,5.6937321388027,0.0,1.0,1529.0,0.0,0
672,followers_count,0,,,0.9509922096633139,0.9999926236964812,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,369.0,0.9972972972972973,-1.0,369.0,0.0,5.91350300563827,0.0,1.0,1874.0,0.0,0
761,followers_count,0,,,0.9509922096633139,0.9999893900364174,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,201.0,0.995049504950495,-1.0,201.0,0.0,5.308267697401205,0.0,1.0,1020.0,0.0,0
766,followers_count,0,,,0.9509922096633139,0.9999985881747329,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,28.0,0.9655172413793104,-1.0,28.0,0.0,3.367295829986474,0.0,1.0,1455.0,0.0,0
795,followers_count,0,,,0.9509922096633139,0.9999989633721327,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2.0,0.6666666666666666,-1.0,2.0,0.0,1.0986122886681098,0.0,1.0,1008.0,0.0,0
804,followers_count,0,,,0.9509922096633139,0.9853643191706031,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,101889.0,0.9999901854941604,-1.0,101889.0,0.0,11.53164907896833,0.0,1.0,29.0,0.0,0
817,followers_count,0,,,0.8011743414009578,0.44493434769020046,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,196664.0,0.052438727182844945,-1.0,3750357.0,3553693.0,15.137361860056608,15.083498183821078,1.0,1899.0,1813.0,0
826,followers_count,0,,,0.9509922096633139,0.9999642092624753,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,557.0,0.9982078853046595,-1.0,557.0,0.0,6.324358962381311,0.0,1.0,2482.0,0.0,0
951,followers_count,0,,,0.9509922096633139,0.9993980866704394,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,3070.0,0.9996743731683491,-1.0,3070.0,0.0,8.029758520440822,0.0,1.0,1587.0,0.0,0
