row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,true_label
3531,friends_count,1,,,0.9487026977345987,0.9992702267940865,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,307.0,0.9029411764705882,-1.0,339.0,32.0,5.8289456176102075,3.4965075614664802,2.0,1356.0,1297.0,1
3590,friends_count,0,,,0.9484261507882511,0.9975031030584416,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,87.0,0.9886363636363636,-1.0,87.0,0.0,4.477336814478207,0.0,2.0,2392.0,0.0,0
3611,friends_count,0,,,0.0,0.2943077325620501,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,259.0,0.0018686868686868688,-1.0,138599.0,138340.0,11.83934736573794,11.837476930695749,2.0,356.0,353.0,0
3672,friends_count,1,,,0.9683375309252785,0.9989594948310498,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,2675.0,0.5371485943775101,-1.0,4979.0,2304.0,8.513185170018698,7.742835955430749,2.0,1811.0,928.0,0
3676,friends_count,0,,,0.9484261507882511,0.9875055256013486,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,29.0,0.9666666666666667,-1.0,29.0,0.0,3.4011973816621555,0.0,2.0,1196.0,0.0,0
3700,friends_count,0,,,0.9484261507882511,0.9864050822872442,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1815.0,0.9994493392070485,-1.0,1815.0,0.0,7.504391559161238,0.0,2.0,651.0,0.0,0
3711,friends_count,0,,,0.9484261507882511,0.750554790383599,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1928.0,0.9994815966822188,-1.0,1928.0,0.0,7.564757012905729,0.0,2.0,710.0,0.0,0
3751,friends_count,0,,,0.9484261507882511,0.9894198658338638,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1794.0,0.9994428969359331,-1.0,1794.0,0.0,7.492760300922379,0.0,2.0,639.0,0.0,0
3764,friends_count,0,,,0.9484261507882511,0.990045535945562,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,939.0,0.9989361702127659,-1.0,939.0,0.0,6.84587987526405,0.0,2.0,2481.0,0.0,0
3824,friends_count,1,,,0.9502755584919508,0.9811736389163226,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,2638.0,0.9246407290571328,-1.0,2852.0,214.0,7.9561263512135,5.3706380281276624,2.0,1179.0,850.0,0
3847,friends_count,0,,,0.9484261507882511,0.9977512680103083,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,199.0,0.995,-1.0,199.0,0.0,5.298317366548036,0.0,2.0,754.0,0.0,0
3849,friends_count,1,,,0.9693486556978619,0.9909367215248295,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,2929.0,0.5473743225565315,-1.0,5350.0,2421.0,8.585038738311304,7.792348924113037,2.0,1906.0,985.0,0
3855,friends_count,1,,,0.9487026977345987,0.9987271030752762,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,108.0,0.7659574468085106,-1.0,140.0,32.0,4.948759890378168,3.4965075614664802,2.0,368.0,1297.0,1
3961,friends_count,1,,,0.9487026977345987,0.9953022164302328,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1998.0,0.983751846381093,-1.0,2030.0,32.0,7.616283561580385,3.4965075614664802,2.0,784.0,1297.0,1
3979,friends_count,0,,,0.9484261507882511,0.9865486183716926,3,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,89.0,0.9888888888888889,-1.0,89.0,0.0,4.499809670330265,0.0,2.0,2415.0,0.0,0
3981,friends_count,1,,,0.9487026977345987,0.9928221442311737,2,1,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,2051.0,0.9841650671785028,-1.0,2083.0,32.0,7.642044402873258,3.4965075614664802,2.0,817.0,1297.0,1
3994,friends_count,0,,,0.9484261507882511,0.984510195663244,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,527.0,0.9981060606060606,-1.0,527.0,0.0,6.269096283706261,0.0,2.0,1889.0,0.0,0
4113,friends_count,0,,,0.9484261507882511,0.9812367317006956,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,309.0,0.9967741935483871,-1.0,309.0,0.0,5.736572297479192,0.0,2.0,1261.0,0.0,0
4124,friends_count,0,,,0.9484261507882511,0.9830559069834482,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,450.0,0.9977827050997783,-1.0,450.0,0.0,6.111467339502679,0.0,2.0,1672.0,0.0,0
4203,friends_count,0,,,0.9484261507882511,0.9831736801809443,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,1573.0,0.9993646759847522,-1.0,1573.0,0.0,7.3613754289773485,0.0,2.0,496.0,0.0,0
4269,friends_count,0,,,0.9484261507882511,0.997822247392728,2,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,417.0,0.9976076555023924,-1.0,417.0,0.0,6.035481432524756,0.0,2.0,1580.0,0.0,0
4325,friends_count,0,,,0.701309857478364,0.7479532645746221,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,319.0,0.0078090575275397795,-1.0,40849.0,40530.0,10.617662100288149,10.609822392399646,2.0,1559.0,1551.0,0
4391,friends_count,0,,,0.9484261507882511,0.6312147887422136,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,346.0,0.9971181556195965,-1.0,346.0,0.0,5.849324779946859,0.0,2.0,1379.0,0.0,0
4514,friends_count,0,,,0.9484261507882511,0.809162203560811,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,379.0,0.9973684210526316,-1.0,379.0,0.0,5.940171252720432,0.0,2.0,1481.0,0.0,0
4521,friends_count,1,,,0.9701955807210514,0.9812772162373349,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,2483.0,0.4963022186687987,-1.0,5002.0,2519.0,8.517793011488205,7.832014180505469,2.0,1832.0,1024.0,0
4550,friends_count,0,,,0.9484261507882511,0.9973848040877423,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,727.0,0.9986263736263736,-1.0,727.0,0.0,6.590301048196686,0.0,2.0,2194.0,0.0,0
4553,friends_count,1,,,0.9348623957609874,0.965064999519509,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,166.0,0.012141603276770042,-1.0,13671.0,13505.0,9.523105224795426,9.510889310134788,2.0,339.0,323.0,0
4585,friends_count,0,,,0.9484261507882511,0.9945046184811184,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,454.0,0.9978021978021978,-1.0,454.0,0.0,6.12029741895095,0.0,2.0,1685.0,0.0,0
4597,friends_count,0,,,0.9484261507882511,0.992476711236732,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,40.0,0.975609756097561,-1.0,40.0,0.0,3.713572066704308,0.0,2.0,1535.0,0.0,0
4692,friends_count,0,,,0.9484261507882511,0.8691187507771975,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,89.0,0.9888888888888889,-1.0,89.0,0.0,4.499809670330265,0.0,2.0,2415.0,0.0,0
4700,friends_count,0,,,0.9484261507882511,0.9536504632800409,1,0,0.08200057385972465,1.0,0.5579620350082458,1.0,0,0,498.0,0.9979959919839679,-1.0,498.0,0.0,6.212606095751519,0.0,2.0,1812.0,0.0,0
20,statuses_count,1,,,0.9188582406082514,0.985762477621061,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,39.0,0.8297872340425532,-1.0,46.0,7.0,3.8501476017100584,2.0794415416798357,4.0,2383.0,3061.0,1
24,statuses_count,1,,,0.9188582406082514,0.9956965570419725,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,412.0,0.9809523809523809,-1.0,419.0,7.0,6.040254711277414,2.0794415416798357,4.0,2234.0,3061.0,1
44,statuses_count,1,,,0.8238610860344233,0.8725183790405138,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,3996.0,0.05459762262604181,1.0,73189.0,77185.0,11.200814078595274,11.253973372417226,4.0,3138.0,3216.0,0
71,statuses_count,1,,,0.9188582406082514,0.9993245624986922,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,42.0,0.84,-1.0,49.0,7.0,3.912023005428146,2.0794415416798357,4.0,2491.0,3061.0,1
111,statuses_count,1,,,0.9188582406082514,0.972556644840156,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,140.0,0.9459459459459459,-1.0,147.0,7.0,4.997212273764115,2.0794415416798357,4.0,596.0,3061.0,1
115,statuses_count,1,,,0.9188582406082514,0.9941325485595234,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,564.0,0.986013986013986,-1.0,571.0,7.0,6.349138991379798,2.0794415416798357,4.0,2743.0,3061.0,1
132,statuses_count,1,,,0.9188582406082514,0.998652419814464,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,49.0,0.8596491228070176,-1.0,56.0,7.0,4.04305126783455,2.0794415416798357,4.0,2708.0,3061.0,1
144,statuses_count,1,,,0.9188582406082514,0.9955655880630603,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,9.0,0.5294117647058824,-1.0,16.0,7.0,2.833213344056216,2.0794415416798357,4.0,723.0,3061.0,1
147,statuses_count,1,,,0.9188582406082514,0.9972830114657759,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,32.0,0.8,-1.0,39.0,7.0,3.6888794541139363,2.0794415416798357,4.0,2122.0,3061.0,1
159,statuses_count,1,,,0.9188582406082514,0.9921122079115566,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,321.0,0.9756838905775076,-1.0,328.0,7.0,5.796057750765372,2.0794415416798357,4.0,1822.0,3061.0,1
201,statuses_count,1,,,0.9188582406082514,0.993732640136493,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1993.0,0.9960019990004998,-1.0,2000.0,7.0,7.601402334583733,2.0794415416798357,4.0,1071.0,3061.0,1
243,statuses_count,1,,,0.9188582406082514,0.9842746617835765,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1125.0,0.9929390997352162,-1.0,1132.0,7.0,7.0326242610280065,2.0794415416798357,4.0,186.0,3061.0,1
253,statuses_count,0,,,0.9188349053998566,0.9915780356925346,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,2529.0,0.999604743083004,-1.0,2529.0,0.0,7.835974581721566,0.0,4.0,1431.0,0.0,0
259,statuses_count,1,,,0.9188582406082514,0.9902374569932926,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,2559.0,0.9968835216205687,-1.0,2566.0,7.0,7.8504931808711405,2.0794415416798357,4.0,1457.0,3061.0,1
275,statuses_count,1,,,0.9188582406082514,0.9719954963062951,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,236.0,0.9672131147540983,-1.0,243.0,7.0,5.497168225293202,2.0794415416798357,4.0,1365.0,3061.0,1
287,statuses_count,1,,,0.9188582406082514,0.9535754095709345,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,853.0,0.9907084785133565,-1.0,860.0,7.0,6.7580945044277305,2.0794415416798357,4.0,3373.0,3061.0,1
300,statuses_count,1,,,0.9188582406082514,0.9964562183048762,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,2345.0,0.996600084997875,-1.0,2352.0,7.0,7.763446388727362,2.0794415416798357,4.0,1317.0,3061.0,1
320,statuses_count,0,,,0.9188349053998566,0.9700772949877945,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,115.0,0.9913793103448276,-1.0,115.0,0.0,4.7535901911063645,0.0,4.0,210.0,0.0,0
325,statuses_count,1,,,0.9188582406082514,0.9958339097289761,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,39.0,0.8297872340425532,-1.0,46.0,7.0,3.8501476017100584,2.0794415416798357,4.0,2383.0,3061.0,1
332,statuses_count,1,,,0.9188582406082514,0.9890463806190352,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,113.0,0.9338842975206612,-1.0,120.0,7.0,4.795790545596741,2.0794415416798357,4.0,266.0,3061.0,1
388,statuses_count,1,,,0.9188582406082514,0.9927122764721698,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1077.0,0.992626728110599,-1.0,1084.0,7.0,6.98933526597456,2.0794415416798357,4.0,115.0,3061.0,1
411,statuses_count,0,,,0.9188349053998566,0.9998859169586206,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,116.0,0.9914529914529915,-1.0,116.0,0.0,4.762173934797756,0.0,4.0,222.0,0.0,0
430,statuses_count,1,,,0.9188582406082514,0.9944490569252277,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,673.0,0.9882525697503671,-1.0,680.0,7.0,6.523562306149512,2.0794415416798357,4.0,3008.0,3061.0,1
431,statuses_count,0,,,0.9188349053998566,0.7897836688383995,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,10609.0,0.9999057492931197,-1.0,10609.0,0.0,9.26955223160803,0.0,4.0,83.0,0.0,0
440,statuses_count,0,,,0.9188349053998566,0.9969992453447996,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,2.0,0.6666666666666666,-1.0,2.0,0.0,1.0986122886681098,0.0,4.0,1069.0,0.0,0
450,statuses_count,1,,,0.9188582406082514,0.9864160869592167,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,18.0,0.6923076923076923,-1.0,25.0,7.0,3.258096538021482,2.0794415416798357,4.0,1406.0,3061.0,1
456,statuses_count,1,,,0.9461609132320727,0.9211614109944539,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,4091.0,0.11236541419468249,1.0,36407.0,40498.0,10.502543809696478,10.60903256143177,4.0,1995.0,2184.0,0
466,statuses_count,0,,,0.9188349053998566,0.8775839543742547,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1251.0,0.9992012779552716,-1.0,1251.0,0.0,7.132497551660044,0.0,4.0,332.0,0.0,0
509,statuses_count,0,,,0.9188349053998566,0.9652318546201808,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,3653.0,0.9997263273125342,-1.0,3653.0,0.0,8.203577736937952,0.0,4.0,2003.0,0.0,0
530,statuses_count,1,,,0.9188582406082514,0.9966364036139141,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,143.0,0.9470198675496688,-1.0,150.0,7.0,5.017279836814924,2.0794415416798357,4.0,624.0,3061.0,1
544,statuses_count,1,,,0.9188582406082514,0.9915994520035517,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,2331.0,0.9965797349294571,-1.0,2338.0,7.0,7.757478766584179,2.0794415416798357,4.0,1309.0,3061.0,1
569,statuses_count,0,,,0.9188349053998566,0.7746691073380977,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,6798.0,0.9998529195469922,-1.0,6798.0,0.0,8.82453082152646,0.0,4.0,3006.0,0.0,0
570,statuses_count,1,,,0.9188582406082514,0.983168632875185,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,76.0,0.9047619047619048,-1.0,83.0,7.0,4.430816798843313,2.0794415416798357,4.0,3317.0,3061.0,1
576,statuses_count,1,,,0.9188582406082514,0.9997794531817376,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1105.0,0.9928122192273136,-1.0,1112.0,7.0,7.014814351275545,2.0794415416798357,4.0,157.0,3061.0,1
589,statuses_count,1,,,0.9188582406082514,0.9991672349831436,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,965.0,0.9917780061664954,-1.0,972.0,7.0,6.880384082186005,2.0794415416798357,4.0,3567.0,3061.0,1
598,statuses_count,1,,,0.9188582406082514,0.9991075164235769,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,382.0,0.9794871794871794,-1.0,389.0,7.0,5.966146739123692,2.0794415416798357,4.0,2116.0,3061.0,1
605,statuses_count,1,,,0.9652224448895035,0.9665666673895337,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,7695.0,0.28409510448202024,1.0,27085.0,34780.0,10.206772268215317,10.45682653965135,4.0,1550.0,1916.0,0
642,statuses_count,0,,,0.6084904469543311,0.6077470844539226,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,3669.0,0.026563280554288568,1.0,138122.0,141791.0,11.835899871511314,11.862116473999215,4.0,490.0,535.0,0
656,statuses_count,1,,,0.9188582406082514,0.9959609661126063,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,6.0,0.42857142857142855,-1.0,13.0,7.0,2.6390573296152584,2.0794415416798357,4.0,396.0,3061.0,1
657,statuses_count,1,,,0.9188582406082514,0.9925285904199849,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,613.0,0.9871175523349437,-1.0,620.0,7.0,6.431331081933479,2.0794415416798357,4.0,2864.0,3061.0,1
695,statuses_count,0,,,0.9188349053998566,0.9879055502052408,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,4615.0,0.9997833622183708,-1.0,4615.0,0.0,8.437283808187935,0.0,4.0,2395.0,0.0,0
702,statuses_count,1,,,0.9188582406082514,0.9998375243327646,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1070.0,0.9925788497217068,-1.0,1077.0,7.0,6.982862751468942,2.0794415416798357,4.0,105.0,3061.0,1
703,statuses_count,1,,,0.9188582406082514,0.9727028523480611,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1428.0,0.9944289693593314,-1.0,1435.0,7.0,7.269616749608169,2.0794415416798357,4.0,562.0,3061.0,1
715,statuses_count,1,,,0.9188582406082514,0.9964290360639699,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,801.0,0.9901112484548825,-1.0,808.0,7.0,6.695798917058491,2.0794415416798357,4.0,3284.0,3061.0,1
732,statuses_count,0,,,0.9188349053998566,0.9390635936701228,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,656.0,0.9984779299847792,-1.0,656.0,0.0,6.48768401848461,0.0,4.0,2939.0,0.0,0
733,statuses_count,1,,,0.9188582406082514,0.9918012595496741,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,240.0,0.967741935483871,-1.0,247.0,7.0,5.5134287461649825,2.0794415416798357,4.0,1384.0,3061.0,1
750,statuses_count,0,,,0.9188349053998566,0.9872268178868535,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,782.0,0.9987228607918263,-1.0,782.0,0.0,6.663132695990803,0.0,4.0,3231.0,0.0,0
754,statuses_count,1,,,0.9188582406082514,0.9899390701215258,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,182.0,0.9578947368421052,-1.0,189.0,7.0,5.247024072160486,2.0794415416798357,4.0,978.0,3061.0,1
759,statuses_count,0,,,0.4846304943954227,0.3400534930438377,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,5859.0,0.033849833610648916,1.0,173087.0,178946.0,12.061555414671153,12.0948449515943,4.0,853.0,906.0,0
767,statuses_count,1,,,0.9188582406082514,0.9997837776291545,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,17.0,0.68,-1.0,24.0,7.0,3.2188758248682006,2.0794415416798357,4.0,1342.0,3061.0,1
807,statuses_count,1,,,0.9188582406082514,0.9992718454254194,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,258.0,0.9699248120300752,-1.0,265.0,7.0,5.583496308781699,2.0794415416798357,4.0,1515.0,3061.0,1
812,statuses_count,1,,,0.9188582406082514,0.9819042468209076,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1856.0,0.9957081545064378,-1.0,1863.0,7.0,7.530479995245536,2.0794415416798357,4.0,962.0,3061.0,1
814,statuses_count,1,,,0.9188582406082514,0.9685058731669165,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,406.0,0.9806763285024155,-1.0,413.0,7.0,6.025865973825314,2.0794415416798357,4.0,2217.0,3061.0,1
831,statuses_count,1,,,0.9959215783335887,0.9226214268128297,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,24277.0,18.74671814671815,1.0,1294.0,25571.0,7.166265974133638,10.149253281886617,4.0,391.0,1450.0,1
856,statuses_count,1,,,0.9188582406082514,0.9998591465698492,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,260.0,0.9701492537313433,-1.0,267.0,7.0,5.5909869805108565,2.0794415416798357,4.0,1532.0,3061.0,1
868,statuses_count,1,,,0.9188582406082514,0.9978291273967114,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,19.0,0.7037037037037037,-1.0,26.0,7.0,3.295836866004329,2.0794415416798357,4.0,1476.0,3061.0,1
890,statuses_count,1,,,0.9508679581254432,0.9924974955837965,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,5936.0,0.1790594552200537,1.0,33150.0,39086.0,10.408828161071545,10.57354520987104,4.0,1840.0,2124.0,0
948,statuses_count,1,,,0.9188582406082514,0.9840528794089093,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,85.0,0.9139784946236559,-1.0,92.0,7.0,4.532599493153256,2.0794415416798357,4.0,3486.0,3061.0,1
986,statuses_count,1,,,0.9188582406082514,0.9975908709366463,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,194.0,0.9603960396039604,-1.0,201.0,7.0,5.308267697401205,2.0794415416798357,4.0,1078.0,3061.0,1
991,statuses_count,1,,,0.9188582406082514,0.9774498600554231,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,157.0,0.9515151515151515,-1.0,164.0,7.0,5.10594547390058,2.0794415416798357,4.0,763.0,3061.0,1
1041,statuses_count,1,,,0.9188582406082514,0.9694986427381984,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,23.0,0.7419354838709677,-1.0,30.0,7.0,3.4339872044851463,2.0794415416798357,4.0,1685.0,3061.0,1
1051,statuses_count,1,,,0.9188582406082514,0.9999938222179758,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,13.0,0.6190476190476191,-1.0,20.0,7.0,3.044522437723423,2.0794415416798357,4.0,1070.0,3061.0,1
1060,statuses_count,0,,,0.9188349053998566,0.859710601348032,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,4013.0,0.9997508719481814,-1.0,4013.0,0.0,8.297543529356284,0.0,4.0,2169.0,0.0,0
1076,statuses_count,1,,,0.9188582406082514,0.9824701316543203,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,12.0,0.6,-1.0,19.0,7.0,2.995732273553991,2.0794415416798357,4.0,987.0,3061.0,1
1078,statuses_count,0,,,0.9188349053998566,0.9041329726230684,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,8557.0,0.9998831502687544,-1.0,8557.0,0.0,9.054621796976763,0.0,4.0,3364.0,0.0,0
1105,statuses_count,1,,,0.9188582406082514,0.9584585344088954,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,309.0,0.9747634069400631,-1.0,316.0,7.0,5.75890177387728,2.0794415416798357,4.0,1765.0,3061.0,1
1108,statuses_count,0,,,0.9188349053998566,0.9942270686244931,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1109.0,0.9990990990990991,-1.0,1109.0,0.0,7.01211529430638,0.0,4.0,151.0,0.0,0
1109,statuses_count,0,,,0.9188349053998566,0.9121311410836765,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,794.0,0.9987421383647799,-1.0,794.0,0.0,6.678342114654332,0.0,4.0,3256.0,0.0,0
1112,statuses_count,1,,,0.9188582406082514,0.9681257336463633,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,205.0,0.9624413145539906,-1.0,212.0,7.0,5.3612921657094255,2.0794415416798357,4.0,1168.0,3061.0,1
1114,statuses_count,1,,,0.9188582406082514,0.9878874287113034,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,230.0,0.9663865546218487,-1.0,237.0,7.0,5.472270673671475,2.0794415416798357,4.0,1330.0,3061.0,1
1120,statuses_count,1,,,0.9188582406082514,0.9917094165235817,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1260.0,0.9936908517350158,-1.0,1267.0,7.0,7.145196134997171,2.0794415416798357,4.0,356.0,3061.0,1
1130,statuses_count,1,,,0.9188582406082514,0.9998807688069338,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,163.0,0.9532163742690059,-1.0,170.0,7.0,5.14166355650266,2.0794415416798357,4.0,823.0,3061.0,1
1142,statuses_count,0,,,0.9188349053998566,0.9995442856126847,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,291.0,0.9965753424657534,-1.0,291.0,0.0,5.676753802268282,0.0,4.0,1648.0,0.0,0
1148,statuses_count,1,,,0.9188582406082514,0.9995498456165064,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,26.0,0.7647058823529411,-1.0,33.0,7.0,3.5263605246161616,2.0794415416798357,4.0,1831.0,3061.0,1
1149,statuses_count,1,,,0.9188582406082514,0.9996577508758617,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,120.0,0.9375,-1.0,127.0,7.0,4.852030263919617,2.0794415416798357,4.0,361.0,3061.0,1
1168,statuses_count,1,,,0.9188582406082514,0.9984310492919317,3,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,2434.0,0.9967239967239967,-1.0,2441.0,7.0,7.80057265467065,2.0794415416798357,4.0,1370.0,3061.0,1
1190,statuses_count,1,,,0.9982050951550893,0.9138885141434817,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,24277.0,39.7983606557377,1.0,609.0,24886.0,6.413458957167357,10.122100857763806,4.0,2838.0,1400.0,1
1205,statuses_count,1,,,0.9188582406082514,0.9836885961955515,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,1129.0,0.9929639401934917,-1.0,1136.0,7.0,7.036148493750536,2.0794415416798357,4.0,191.0,3061.0,1
1212,statuses_count,0,,,0.9188349053998566,0.9996758723697993,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,32.0,0.9696969696969697,-1.0,32.0,0.0,3.4965075614664802,0.0,4.0,1785.0,0.0,0
1217,statuses_count,1,,,0.9188582406082514,0.9881221844282213,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,185.0,0.9585492227979274,-1.0,192.0,7.0,5.262690188904886,2.0794415416798357,4.0,1007.0,3061.0,1
1244,statuses_count,1,,,0.9188582406082514,0.9812881160270317,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,116.0,0.9354838709677419,-1.0,123.0,7.0,4.820281565605037,2.0794415416798357,4.0,303.0,3061.0,1
1246,statuses_count,1,,,0.9188582406082514,0.9952917063933227,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,242.0,0.968,-1.0,249.0,7.0,5.521460917862246,2.0794415416798357,4.0,1402.0,3061.0,1
