column,n_changed,true_positives,false_negatives,accuracy,recall
friends_count,273,112,161,0.41025641025641024,0.41025641025641024
favourites_count,1,1,0,1.0,1.0
listed_count,121,42,79,0.34710743801652894,0.34710743801652894
has_created_date,8,5,3,0.625,0.625
description_length,712,201,511,0.28230337078651685,0.28230337078651685
screen_name_length,4,0,4,0.0,0.0
name_length,804,259,545,0.32213930348258707,0.32213930348258707
has_description,1,0,1,0.0,0.0
has_location,7,2,5,0.2857142857142857,0.2857142857142857
