method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,noise_count,silhouette
RandomForest,0.9527,0.9255,0.9313,0.9284,0.9527,0.9473,0.19,117,11544,1.0,kmeans,15,0,0.5124
