n_records,accuracy,precision_int,recall_int,f1_intentional,precision_unint,recall_unint,f1_unintentional,f1_weighted,tp,tn,fp,fn,pred_counts,true_counts,variant,fallback_count,status_hist,avg_llm_time_s,total_llm_time_s
100,0.78,0.6875,0.6471,0.6667,0.8235,0.8485,0.8358,0.7783,22,56,10,12,"{-1: 68, 1: 32}","{-1: 66, 1: 34}",zero_shot,0,"{'ok': 100, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.337,33.69
100,0.84,0.8214,0.6765,0.7419,0.8472,0.9242,0.8841,0.8357,23,61,5,11,"{-1: 72, 1: 28}","{-1: 66, 1: 34}",info,0,"{'ok': 100, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.103,10.33
100,0.84,0.7368,0.8235,0.7778,0.9032,0.8485,0.875,0.8419,28,56,10,6,"{1: 38, -1: 62}","{-1: 66, 1: 34}",few_shot,0,"{'ok': 100, 'http_error': 0, 'parse_error': 0, 'fallback': 0}",0.096,9.58
