feature,importance
h3_distribution_score,0.14507217511521375
h1_plausible,0.10895728696613881
h4_coherence_score,0.09813687319425642
h2_min_edit_distance,0.08839287947992794
h2_is_obfuscation,0.08437488875725199
h7_gain_direction,0.07373277631480231
stat_new_value_encoded,0.05731613810898004
cell_signal_ratio,0.051256441811289785
row_signal_sum,0.040236810776779305
stat_relative_change,0.03286133937710552
cell_signal_sum,0.03275676655044033
stat_original_value_encoded,0.024125722413470045
stat_new_magnitude,0.020574689798289914
stat_original_magnitude,0.017329264261780185
stat_change_magnitude,0.015446971124439745
stat_original_log,0.011973791318764184
signal_C9,0.011954563718251175
stat_feature_name_encoded,0.010216254002196702
stat_new_log,0.009867164601402805
signal_C27,0.009840844358151784
h6_column_importance,0.009252141792005085
h5_error_count,0.007907343832344219
stat_change_direction,0.00481261997232953
signal_C17,0.00367888909216462
n_applicable,0.003484841881107611
h7_mutability,0.003416837621233124
h7_comprehensibility,0.0033156655800627177
signal_C24,0.003293314056783877
h8_is_majority_value,0.0026743517831434127
h5_codependent_flag,0.002577653246608086
signal_C3,0.002544748469660889
signal_C23,0.002295773218009877
signal_C20,0.0018043759694779213
signal_C1,0.001394666393425914
h8_is_sensitive,0.001385051177827229
signal_C6,0.0006452911693154116
signal_C21,0.0006163647711554684
signal_C11,0.00024549739770066934
signal_C30,0.00015979742102005488
signal_C29,6.218012266327966e-05
signal_C5,8.952983028269095e-06
signal_C26,2.3832981938785855e-18
signal_C25,0.0
signal_C22,0.0
signal_C19,0.0
signal_C12,0.0
signal_C14,0.0
signal_C15,0.0
signal_C16,0.0
signal_C18,0.0
signal_C13,0.0
signal_C7,0.0
signal_C8,0.0
signal_C2,0.0
signal_C4,0.0
signal_C10,0.0
signal_C28,0.0
signal_C31,0.0
