item_id,dataset_source,title,search_query,marketplace,category,condition,price,currency,seller_username,seller_feedback_pct,seller_feedback_score,item_location,item_location_city,n_images,description_length,returns_accepted,return_period_days,spec_brand,spec_upc,spec_ean,spec_mpn,spec_model,spec_type,spec_style,has_detail
v1|137212734716|435541736925,consumer_products,Nike Air Jordan 1 Men's Retro High OG Midnight Navy DZ5485-401 CHOOSE SIZE,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,64.99,USD,classicshopp,98.9,2334,US,,8.0,500.0,True,30.0,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|137218989162|0,consumer_products,Nike Air Jordan 1 Retro High OG Shattered Backboard DZ5485-008 Men's Size 9,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,129.95,USD,thornhill-kicks,99.9,3853,US,,7.0,7163.0,True,30.0,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|397449502475|666030158030,consumer_products,Nike Air Jordan 1 Retro High OG Blue UNC Reimagined Sneaker DZ5485-402 Mens Size,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,100.0,USD,sneakersupplyllc,99.5,24889,US,,6.0,623.0,False,,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|137227719218|0,consumer_products,Nike Air Jordan 1 Retro High OG Rare Air Royal Blue DZ5485-100 Men's Size 13,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New without box,89.95,USD,thornhill-kicks,99.9,3853,US,,5.0,7200.0,True,30.0,‎Nike‎,,,,Air Jordan 1,Athletic,Sneaker,True
v1|198277597624|0,consumer_products,Nike Air Jordan 1 Retro High OG Dark Mocha Shoes Mens Size 10.5 Brown 555088-105,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Excellent,74.95,USD,qr8dclub,100.0,5198,US,,20.0,2254.0,True,30.0,Nike,,,,Nike Air Jordan 1 Retro High OG Dark Mocha,Athletic,Sneaker,True
v1|168043864390|467646158054,consumer_products,Nike Air Jordan 1 Retro High OG Shoes White Black Varsity Red DZ5485-106 Men's,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,132.89,USD,namebrandshoedeals,100.0,24347,US,,9.0,802.0,False,,Jordan,,,,Air Jordan 1 High OG,Athletic,Sneaker,True
v1|136943697069|435420854353,consumer_products,Nike Air Jordan 1 Retro High OG UNC Reimagined DZ5485-402 Men's Sizes,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New without box,104.95,USD,thornhill-kicks,99.9,3853,US,,7.0,7018.0,False,,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|298238912587|0,consumer_products,Nike Air Jordan 1 Retro High OG Men's Shoes Size 9.5 DZ5485-042,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New without box,69.99,USD,msmoonbeam,99.9,24516,US,,9.0,436.0,True,30.0,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|298218549915|0,consumer_products,Nike Air Jordan 1 Retro High OG Men's Shoes Size 14 DZ5485-052,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New without box,67.99,USD,msmoonbeam,99.9,24516,US,,10.0,435.0,True,30.0,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|306884744849|0,consumer_products,Nike Air Jordan 1 Retro High OG Mens Size 9 Beige Red Basketball Shoes Sneakers,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Fair,39.99,USD,soleafootwear,99.8,43401,US,,13.0,5336.0,True,30.0,Nike,,,,Nike Air Jordan 1 Retro High OG X A Ma Maniére,Athletic,Sneaker,True
v1|198274010245|0,consumer_products,Nike Air Jordan 1 Retro High OG Rare Air Men's Size 9 White/Black Deep Royal,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,69.95,USD,muddyriverresell,99.9,1526,US,,18.0,7572.0,False,,Nike,,,,Nike Air Jordan 1,Athletic,Sneaker,True
v1|198283960052|0,consumer_products,Mens Size 10 - Nike Air Jordan 1 Retro High OG Black White (DZ5485-010) NEW!,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,89.99,USD,realiize.kicks,100.0,1867,US,,8.0,965.0,False,,Nike,196975643202,,,Air Jordan 1,Athletic,Sneaker,True
v1|397821140175|666157606254,consumer_products,Nike Air Jordan 1 Retro High OG Self Expression Black DZ5485-002 Mens Size,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New without box,100.0,USD,sneakersupplyllc,99.5,24889,US,,8.0,147.0,False,,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|406846157120|0,consumer_products,Nike Air Jordan 1 Retro High OG Green Glow White Black DZ5485-130 M SIZE 13 NEW,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,110.0,USD,gotemsoles,100.0,31,US,,20.0,1869.0,False,,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|257372529094|0,consumer_products,Nike Air Jordan 1 Retro High OG Bloodline Men's Shoes Size 8.5 EXCELLENT W/ Box ,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Excellent,74.95,USD,sneakers.4.sale,100.0,4612,US,,15.0,322.0,True,30.0,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|406865869152|0,consumer_products,Nike Air Jordan 1 Retro High OG Court Purple 2.0 555088-500 Men's Size 10 W/ OG,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,110.0,USD,cardboardartfan1102,100.0,3336,US,,8.0,1623.0,False,,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|267642474896|0,consumer_products,Nike Air Jordan 1 Retro High OG FC Black Red Size 11 Mens NEW IN HAND,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,239.99,USD,cory-z-stuff,100.0,968,US,,12.0,400.0,True,30.0,Air Jordan,,,,,,,True
v1|137192039581|0,consumer_products,Nike Air Jordan 1 Retro High OG Rare Air Royal Blue DZ5485-100 Men's Size 12,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New without box,89.95,USD,thornhill-kicks,99.9,3853,US,,5.0,7200.0,True,30.0,‎Nike‎,,,,Air Jordan 1,Athletic,Sneaker,True
v1|366341886317|0,consumer_products,Nike Air Jordan 1 Retro OG High White/Laser Size 11 705289 100 RARE,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Good,40.0,USD,freemanfindsllc,99.4,840,US,,7.0,196.0,False,,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|147263896497|0,consumer_products,Nike Air Jordan 1 Retro High OG 'Artisanal Red' White DZ5485-160 Men's Size 10.5,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Good,59.99,USD,airmikejr,99.4,9597,US,,10.0,38.0,False,,Jordan,,,,Air Jordan 1 Retro High OG,Athletic,Sneaker,True
v1|389850275579|0,consumer_products,Nike Air Jordan 1 Retro OG High Green Glow Men’s Size 10.5 New In Box,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,89.99,USD,tssh-32,99.1,162,US,,4.0,67.0,True,30.0,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|127768175275|428947018195,consumer_products,Nike Air Jordan 1 Retro High OG Shoe UNC Reimagined Men's Size DZ5485-402 NEW,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,104.99,USD,scenicsole,99.6,1070,US,,6.0,2417.0,False,,Jordan,,,,Air Jordan 1,Athletic,Sneaker,True
v1|117129021438|0,consumer_products,Nike Air Jordan 1 Retro High OG Red White DZ5485 160 Mens Size 13 NEW Sneakers,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,86.94,USD,yh_brands,99.6,10351,US,,9.0,1392.0,True,30.0,Nike,,,,Nike Air Jordan 1,Athletic,Sneaker,True
v1|137216421474|0,consumer_products,Size 8.5 - Nike Air Jordan 1 Retro High OG Triple Black Men's Shoes - NO INSOLES,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Fair,59.9,USD,chrysecorp,100.0,4370,US,,14.0,504.0,False,,Jordan,0886060437105,,,Air Jordan 1,Athletic,Sneaker,True
v1|317931655205|0,consumer_products,Nike Air Jordan 1 Retro High OG David Letterman Red Navy High Top Sneaker 55508…,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Excellent,60.0,USD,realkristin,100.0,5,US,,8.0,80.0,False,,Jordan,0886915383397,,,Air Jordan 1,Athletic,Sneaker,True
v1|167209503609|466900255863,consumer_products,Nike Air Jordan 1 Retro High OG Red White Men's Shoes 555088-161,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,120.0,USD,solecool_usa,99.8,3759,US,,7.0,449600.0,False,,Jordan,,,,Nike Air Jordan 1,Athletic,Sneaker,True
v1|277387611028|2560530884894,consumer_products,Nike Air Jordan 1 Retro High OG Shattered Backboard DZ5485-008 sz 11.5 Men's,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,145.59,USD,uniqosolecom,99.6,34495,US,,10.0,18653.0,False,,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|168132783684|467730556285,consumer_products,Air Jordan 1 Retro High OG Black Muslin DZ5485-002,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,96.59,USD,sceniccitysupply,99.7,823,US,,4.0,11813.0,True,30.0,Nike Jordan,,,,,,,True
v1|397376662106|665965317791,consumer_products,Nike Air Jordan 1 Retro High OG Light Madder Root Sneaker FD2596-200 Womens Size,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,New with box,100.0,USD,sneakersupplyllc,99.5,24889,US,,6.0,623.0,False,,Nike,,,,Air Jordan 1,Athletic,Sneaker,True
v1|389848353554|0,consumer_products,Nike Air Jordan 1 Retro High OG Chicago Homage to Home 861428-061 Leather Men's,Nike Air Jordan 1 Retro High OG,EBAY_US,Athletic Shoes,Pre-owned - Excellent,168.75,USD,jssam-11,100.0,53,US,,5.0,79.0,False,,Jordan,0884498654712,,,Air Jordan 1,Athletic,Sneaker,True
v1|257368214404|0,consumer_products,Size UK 10 - Nike Air Jordan 1 Retro High OG Black Cool Grey White - RRP £165!,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,119.99,GBP,chanson_int,99.8,2814,GB,,24.0,1845.0,True,14.0,Jordan,,,DZ5485-003,Air Jordan 1,Trainer,Sneaker,True
v1|306851099758|0,consumer_products,Nike Air Jordan 1 Retro High OG Bordeaux UK10 Unworn No Original Box,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New without box,70.0,GBP,rood00,100.0,257,GB,,7.0,551.0,False,,Jordan,,,555088-611,,Trainer,Sneaker,True
v1|298015869716|0,consumer_products,Nike Air Jordan 1 Retro High OG True Blue & White Cement Grey [UK Size 8],Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,89.1,GBP,jabux43,100.0,21,GB,,8.0,204.0,False,,Jordan,,,DZ5485 410,Air Jordan 1,Trainer,Sneaker,True
v1|287128063702|0,consumer_products,Nike Air Jordan 1 Retro High OG Hand Crafted UK 8.5 DH3097-001,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,Pre-owned - Good,39.99,GBP,8illyc,100.0,667,GB,,9.0,3551.0,True,14.0,Nike,,,DH3097-001,Air Jordan 1,Trainer,Sneaker,True
v1|298211653493|0,consumer_products,Mens Nike Air Jordan 1 Retro High OG. Lost And Found. Red/White/Black. UK10,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,Pre-owned - Good,156.69,GBP,spurs42,100.0,1992,GB,,13.0,807.0,False,,Jordan,,,DZ5485-612,,Trainer,Sneaker,True
v1|287260651890|0,consumer_products,Nike Air Jordan 1 Retro High OG UNC Reimagined Blue/White Size UK 8.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,78.7,GBP,meiyin9,100.0,249,GB,,5.0,39.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|277883378073|0,consumer_products,Nike Air Jordan 1 Retro High OG Black Gold And Sail. Size UK9 Brand New In Box,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,104.7,GBP,kahunas70,100.0,712,GB,,7.0,456.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|287272136358|0,consumer_products,Nike Air Jordan 1 Retro High OG UNC Reimagined Blue/White Size UK 8.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,78.7,GBP,meiyin9,100.0,249,GB,,5.0,38.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|298238565274|0,consumer_products,Nike SB Air Jordan 1 Retro High OG LA to Chicago UK 10 US 11,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,Pre-owned - Good,83.9,GBP,meerac2006,100.0,268,GB,,7.0,534.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|257368215571|0,consumer_products,Size UK 9 - Nike Air Jordan 1 Retro High OG Black Cool Grey White - RRP £165!,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,119.99,GBP,chanson_int,99.8,2814,GB,,24.0,1843.0,True,14.0,Jordan,,,DZ5485-003,Air Jordan 1,Trainer,Sneaker,True
v1|287272127742|0,consumer_products,Nike Air Jordan 1 Retro High OG UNC Reimagined Blue/White Size UK 8,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,78.7,GBP,meiyin9,100.0,249,GB,,5.0,36.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|177905611783|0,consumer_products,Nike Air Jordan 1 x Union LA x Fragment Retro High OG - UK 9,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,208.7,GBP,cattermole98,100.0,584,GB,,9.0,67.0,False,,Nike/Union/Fragment,,,,Union x Fragment,Trainer,Sneaker,True
v1|168308113790|0,consumer_products,Nike Air Jordan 1 Retro High OG 'Lucky Green' Black/Green Size UK 10 children ,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,73.5,GBP,lolosam83,100.0,1716,GB,,14.0,549.0,False,,Jordan,,,FD1412031,Air Jordan 1,Trainer,Sneaker,True
v1|187559015149|0,consumer_products,Nike Air Jordan 1 Retro High OG Bordeaux Uk8,Nike Air Jordan 1 Retro High OG,EBAY_GB,Casual Shoes,Pre-owned - Excellent,99.5,GBP,huzans-16,100.0,2,GB,,11.0,183.0,False,,Nike,,,,,Casual,Sneaker,True
v1|318054564368|0,consumer_products,Nike Air Jordan 1 Retro High OG 'Chicago' UK 6.5 555088-101 Rare,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,Pre-owned - Good,73.5,GBP,greengorillavintage,100.0,233,GB,,17.0,789.0,False,,Jordan,,,,Air Jordan 1,Trainer,Sneaker,True
v1|227286449959|0,consumer_products,Nike Air Jordan 1 Men's Retro High OG Sneakers Size 12 White Black Green Glow OG,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,104.7,GBP,chin804,100.0,69,GB,,8.0,147.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|257455703714|0,consumer_products,Nike Air Jordan 1 Retro High OG White University Red New UK9.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,78.7,GBP,dbay_dude,100.0,1559,GB,,6.0,305.0,False,,Nike,,,,Air Jordan 1,Trainer,Sneaker,True
v1|137229731106|0,consumer_products,NIKE Air Jordan 1 Retro High OG UNC Toe UK9,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,120.0,GBP,samgr1980,100.0,115,GB,,8.0,232.0,True,30.0,Jordan,,,DZ5485-400,Air Jordan 1,Trainer,Sneaker,True
v1|306886581658|0,consumer_products,Nike Air Jordan 1 Retro High OG x VAA 'Virgil Abloh' Alaska UK 8.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,440.2,GBP,snkr_lab,100.0,12,GB,,10.0,66.0,False,,Nike,,,AA3834-100,VAA Alaska,Trainer,Sneaker,True
v1|157611956329|0,consumer_products,NIKE AIR JORDAN 1 RETRO HIGH OG Pollen/White-Black UK 8/EUR 42.5 New In Full Box,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,75.0,GBP,wiggleswares,99.9,8168,GB,,12.0,308.0,True,30.0,Nike,,,555088701,NIKE AIR JORDAN 1,Trainer,Sneaker,True
v1|147160233121|0,consumer_products,Nike Air Jordan 1 Retro High OG Stealth UK-8.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,85.0,GBP,edvgutm0,100.0,572,GB,,9.0,113.0,True,30.0,Jordan,,,,Air Jordan 1,Trainer,Sneaker,True
v1|306867217986|0,consumer_products,Nike Air Jordan 1 Retro High OG 'Taxi' Yellow Toe,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,52.7,GBP,snkr_lab,100.0,12,GB,,5.0,49.0,False,,Jordan,,,,Air Jordan 1,Trainer,Sneaker,True
v1|318166940419|0,consumer_products,Nike Air Jordan 1 Retro High OG SP Fragment X Union LA Varsity Red UK9.5/US10.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,239.99,GBP,fyraclothing,99.5,328,GB,,6.0,1806.0,False,,Nike,,,IO7847-002,Air Jordan 1,Trainer,Sneaker,True
v1|117008422980|0,consumer_products,Nike Air Jordan 1 Retro High OG Defiant LA to Chicago Men's Size UK 9 BRAND NEW,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,190.0,GBP,ycc2020,100.0,746,GB,,15.0,693.0,False,,Jordan,,,,Air Jordan 1 Retro High,Trainer,Sneaker,True
v1|287262466481|0,consumer_products,Nike Air Jordan 1 Retro High OG Taxi UK 7/7.5/8.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,104.7,GBP,222rahim,100.0,63,GB,,5.0,615.0,False,,Jordan,,,,,Trainer,Sneaker,True
v1|168310457091|0,consumer_products,Nike Air Jordan 1 Retro High OG x VAA 'Virgil Abloh' Alaska UK 8 Brand New,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,455.5,GBP,jamielorimer21,100.0,82,GB,,6.0,334.0,False,,Nike,,,,VAA Alaska,Trainer,Sneaker,True
v1|127811386004|0,consumer_products,Nike Air Jordan 1 x Union LA x Fragment Retro High OG SP | UK9.5,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,239.9,GBP,chatliwat_0,100.0,215,GB,,6.0,64.0,False,,Nike,,,IO7847-002,Air Jordan 1,Trainer,Sneaker,True
v1|257458635641|0,consumer_products,Nike Air Jordan 1 Retro High OG Black Metallic Gold Patent – Size 8 – New,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,141.1,GBP,ngwill_14,100.0,302,GB,,11.0,1139.0,False,,Jordan,,,555088-032,Air Jordan 1,Trainer,Sneaker,True
v1|358207134715|0,consumer_products,Nike Air Jordan 1 Retro High OG Sail University Red White Trainers in UK 9,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,New with box,125.5,GBP,ebbsykicks,100.0,20,GB,,12.0,342.0,False,,Jordan,,,,Nike Air Jordan 1,Trainer,Sneaker,True
v1|157767277036|0,consumer_products,Nike Air Jordan 1 Retro High OG Bred Toe - UK8 Authenticated ,Nike Air Jordan 1 Retro High OG,EBAY_GB,Trainers,Pre-owned - Fair,45.42,GBP,gape93,100.0,358,GB,,5.0,247.0,False,,Jordan,,,555088-610,Air Jordan 1,Trainer,Sneaker,True
v1|357521605679|626154045395,consumer_products,Nike Air Jordan 1 Retro High OG DZ5485-010 | Schwarz Weiß | Neu | Gewerblich,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,104.99,EUR,urbanstreetvibes,100.0,10,DE,,5.0,1808.0,True,14.0,,,,,,,,True
v1|317911235053|0,consumer_products,Nike Air Jordan 1 Retro High OG Starfisch/Neu mit Etikett,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,72.0,EUR,yildiz-92,100.0,5,DE,,12.0,790.0,False,,,,,,,,,True
v1|267557897012|0,consumer_products,Nike Air Jordan 1 Retro High OG University Blue,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,100.0,EUR,bobby-262,100.0,161,DE,,5.0,849.0,False,,,,,,,,,True
v1|376962244869|0,consumer_products,Nike Air Jordan 1 Retro High OG Patent Bred EU 44 US 10 NEU 100% ORGINAL SELTEN,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,189.99,EUR,top.j_21,100.0,15,DE,,5.0,1639.0,False,,,,,,,,,True
v1|277854335897|0,consumer_products,"Nike Air Jordan 1 Retro High OG Bubble Gum Atmosphere - DD9335-641 - EU 40,5",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,89.0,EUR,japs67,100.0,270,DE,,4.0,34.0,False,,,,,,,,,True
v1|336426684388|0,consumer_products,"Nike Air Jordan 1 Retro High OG UNC Reimagined EU 45,5/US 11,5 Neu",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,99.99,EUR,sukker7,100.0,796,DE,,5.0,168.0,False,,,,,,,,,True
v1|205896456880|0,consumer_products,"Nike Air Jordan 1 Retro High OG ""Green Glow"" EU44 NEU",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,100.0,EUR,2710janine,100.0,1062,DE,,5.0,208.0,False,,,,,,,,,True
v1|227268792720|0,consumer_products,Nike Air Jordan 1 Retro High OG   Sneaker DZ5485-130  Weiss/Grün/Schwarz Gr. 44,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,100.0,EUR,sport-and-fun24,100.0,701,DE,,5.0,34199.0,True,14.0,,,,,,,,True
v1|257425007113|0,consumer_products,Nike Schuhe Air Jordan 1 Retro High OG Gr. 44 (1740),Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu ohne Karton,89.95,EUR,henrys-power-store,99.7,7170,DE,,5.0,297.0,True,14.0,,,194501149884,,,,,True
v1|236490671232|0,consumer_products,"Nike Air Jordan 1 Retro High OG - Japan 2020 | US 9 EU 42,5",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,109.99,EUR,tempokarin,100.0,119,DE,,2.0,11.0,False,,,,,,,,,True
v1|287277507889|0,consumer_products,NIKE AIR JORDAN 1 RETRO HIGH OG NEUTRAL GREY CO JAPAN US 11 10 45 DC1788 029 NEW,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,149.0,EUR,outatimegoodies,100.0,1204,DE,,17.0,9730.0,False,,,,,,,,,True
v1|136552566175|0,consumer_products,"Nike Air Jordan 1 Retro High OG Chicago Lost and Found, Größe 42.5",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,250.0,EUR,expensivechit,100.0,194,DE,,4.0,49.0,False,,,,,,,,,True
v1|227274738094|0,consumer_products,Nike Air Jordan 1 Retro High OG Neu ungetragen,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,85.0,EUR,hg26,100.0,504,DE,,3.0,353.0,False,,,,,,,,,True
v1|286651319079|0,consumer_products,Nike Air Jordan 1 Retro High OG Black Toe 2025 DZ5485-106 Neu US 12 UK 11 EUR 46,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,129.0,EUR,nl_exclusive,100.0,2999,DE,,8.0,5460.0,True,14.0,,,,,,,,True
v1|397755210784|0,consumer_products,"Nike Air Jordan 1 Retro High OG Mauve, Größe EU 44, DZ5485 105",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu ohne Karton,70.0,EUR,ayeshper-0,100.0,8,DE,,8.0,1486.0,False,,,,,,,,,True
v1|257406599342|0,consumer_products,Nike Air Jordan 1 Retro High OG Visionaire “Volt” neon yellow / black-sail  EU42,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Mängeln,144.99,EUR,dan07_de,100.0,483,DE,,20.0,2765.0,False,,,,,,,,,True
v1|168189100701|0,consumer_products,Nike Air Jordan 1 Retro High OG UNC Toe EU43 NEU&OVP,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,139.0,EUR,la.ma,100.0,328,DE,,3.0,580.0,False,,,,,,,,,True
v1|287182986218|0,consumer_products,"Nike Air Jordan 1 Retro High OG Shattered Backboard EU 47/ US 12,5/UK 11,5-New",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,120.0,EUR,olinach_5,100.0,112,DE,,5.0,222.0,False,,,,,,,,,True
v1|366331097131|0,consumer_products,"Nike Air Jordan 1 Retro High OG x V.A.A. - ""Alaska"" Virgil Abloh *EU 38 / US 5.5",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,500.0,EUR,nodu_9636,100.0,16,DE,,20.0,345.0,False,,,,,,,,,True
v1|236699080206|0,consumer_products,"Nike Air Jordan 1 Retro High OG Patent Bred USA 8, EUR 41, UK 7 Neu",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,129.0,EUR,starshop1981,100.0,888,DE,,4.0,591.0,False,,,,,,,,,True
v1|287116412199|0,consumer_products,"Nike Air Jordan 1 Retro High OG Patent Bred EU 42, US 8.5",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,159.0,EUR,3uder,100.0,448,DE,,1.0,1159.0,False,,,,,,,,,True
v1|188270976415|0,consumer_products,Nike Air Jordan 1 Retro OG High '85 Bred (2025),Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,240.89,EUR,phivonlov-0,88.9,8,DE,,10.0,688.0,False,,,,,,,,,True
v1|188270967530|0,consumer_products,Nike Air Jordan 1 Retro OG High '85 Bred (2025),Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,240.89,EUR,phivonlov-0,88.9,8,DE,,10.0,688.0,False,,,,,,,,,True
v1|406839713491|0,consumer_products,"Nike Air Jordan 1 Retro High OG Herren Sneaker EU 42,5 Shattered Backboard Neu",Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,105.0,EUR,pas6415,0.0,0,DE,,6.0,99.0,False,,,,,,,,,True
v1|196339763025|0,consumer_products,Nike Air Jordan 1 Retro High OG Bred Patent 43 US 9.5 Neu,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,170.0,EUR,airfly82,100.0,308,DE,,6.0,280.0,False,,,,,,,,,True
v1|287242086883|0,consumer_products,NIKE Air Jordan 1 Retro High OG Purple (2. Wahl) 555088-500 Gr. 43,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Mängeln,99.0,EUR,susilinie,100.0,9,DE,,8.0,303.0,False,,,,,,,,,True
v1|117119907968|0,consumer_products,Nike Air Jordan 1 Retro High OG Shattered Backboard 42.5 Neu OVP,Nike Air Jordan 1 Retro High OG,EBAY_DE,Sneaker,Neu mit Karton,149.99,EUR,luc_sth,100.0,227,DE,,6.0,125.0,False,,,,198482162597,,,,,True
