class_label,class_name,support_true,precision,recall,f1,TP,FP,FN
1,intentional,13291,0.7658644753146807,0.8835302084117072,0.8205002794857462,11743,3590,1548
-1,unintentional,14965,0.8802135726998375,0.7601069161376546,0.8157630522088354,11375,1548,3590
