algorithm,n_clusters,silhouette,runtime,params,n_variants,n_train_samples,n_test_samples,total_variants,total_samples,pct_train_variants,pct_train_samples,pct_test_samples,accuracy,f1_weighted,f1_intentional,f1_unintentional,n_noise,bic,aic,converged,probabilities
K-Means,15,0.6035856549144665,1.8332417011260986,{'n_clusters': 15},180,248,24774,18026,25022,0.9985576389659381,0.9911278075293741,99.00887219247062,0.9050213933963026,0.9049885250920627,0.8986081785668117,0.9106715766295889,,,,,
DBSCAN,535,0.9314267970270935,1.6138055324554443,"{'eps': np.float64(0.0026351325837024593), 'min_samples': 5}",535,642,24380,18026,25022,2.967935204704316,2.565742146910719,97.43425785308928,0.9316242821985233,0.9316365945962739,0.9284580060941591,0.9345221729054558,1744.0,,,,
Hierarchical-Ward,15,0.5910716389693221,5.720901727676392,"{'n_clusters': 15, 'linkage': 'ward'}",180,246,24776,18026,25022,0.9985576389659381,0.9831348413396211,99.01686515866038,0.8945350339037779,0.8943735002562404,0.8856805355033469,0.9021165012174565,,,,,
Hierarchical-Average,15,0.510307717493099,5.478142976760864,"{'n_clusters': 15, 'linkage': 'average'}",180,245,24777,18026,25022,0.9985576389659381,0.9791383582447447,99.02086164175526,0.8941356903579933,0.8936743282278794,0.8822763789776042,0.9038242950903824,,,,,
GMM,15,0.44523413459235883,14.455146074295044,{'n_components': 15},180,249,24773,18026,25022,0.9985576389659381,0.9951242906242507,99.00487570937575,0.8975497517458524,0.8976370351270632,0.8941794529686458,0.900711994366638,,-1614019.207626694,-1621732.9827909803,True,"[[2.31073629e-302 0.00000000e+000 8.82091734e-022 ... 0.00000000e+000
  0.00000000e+000 9.99999653e-001]
 [1.30393837e-039 0.00000000e+000 7.01586146e-033 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [1.32261373e-320 0.00000000e+000 9.99784966e-001 ... 0.00000000e+000
  0.00000000e+000 2.15033736e-004]
 ...
 [2.22238092e-075 0.00000000e+000 1.57648008e-009 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [9.99999999e-001 0.00000000e+000 5.72102002e-034 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]
 [0.00000000e+000 7.02190995e-016 0.00000000e+000 ... 0.00000000e+000
  0.00000000e+000 0.00000000e+000]]"
HDBSCAN,748,0.9416955656750238,2.4896154403686523,"{'min_cluster_size': 5, 'min_samples': 5}",748,995,24027,18026,25022,4.149561744147342,3.9765006794021263,96.02349932059788,0.9292878844633121,0.9292664403672184,0.9249988963934137,0.9331128695720641,831.0,,,,
