method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_components,bic,aic,converged,noise_count,silhouette
KNN_k7,0.91,0.8105,0.9478,0.8738,0.9116,0.9196,1.11,117,11544,1.0,gmm,15,-2147440.12,-2180570.78,True,0,0.5126
