method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,noise_count,silhouette
RandomForest,0.987,0.9748,0.9861,0.9804,0.987,0.9868,0.31,117,11544,1.0,kmeans,15,0,0.5164
