method,accuracy,precision,recall,f1_intentional,f1_weighted,auc,runtime,n_labeled,n_test,pct_labeled,algorithm,n_clusters,noise_count,silhouette
ClusterMajorityVote,0.9306,0.9427,0.8403,0.8886,0.9295,0.9076,0.31,117,11544,1.0,kmeans,15,0,0.5164
